subjectLabel,propertyLabel,objectLabel,startDate,endDate,selected_link,source_date,span,annotator,notes
Taylor Aylmer,member of sports team,Washington Spirit,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.blackandredunited.com/washington-spirit-womens-soccer/2021/7/8/22568835/washington-spirit-natalie-jacobs-taylor-aylmer-morgan-goff-nwsl-transfers-2021,07/2021,"Washington Spirit waive Natalie Jacobs, add Taylor Aylmer and Morgan Goff",59dfb372d838ae0001850662,
Rocco Ríos Novo,member of sports team,Atlanta United FC,2022-04-01T00:00:00Z,2022-12-01T00:00:00Z,https://www.atlutd.com/news/atlanta-united-signs-goalkeeper-rocco-rios-novo-on-loan-club-atletico-lanus,05/2022,"Ríos Novo was born in Los Angeles, California and moved to Argentina at a young age where he joined Lanús’ youth academy.",5f4c9e74da9c148b0d42ecbd,
Rocco Ríos Novo,member of sports team,Phoenix Rising FC,2024-01-01T00:00:00Z,,https://www.azcentral.com/story/sports/soccer/rising/2024/03/09/phoenix-rising-fc-cant-find-net-in-season-opening-loss-at-home/72917624007/,03/2024,Rising FC goalkeeper Rocco Rios Novo and the near goalpost in the 67th minute.,59dfb372d838ae0001850662,
Nick Muszynski,member of sports team,Belmont Bruins men's basketball,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.tennessean.com/story/sports/college/2021/03/06/nick-muszynski-33-facts-belmont-bruins-basketball-center/4608314001/,03/2021,Nick Muszynski has been a force in the Ohio Valley Conference each season that he has played men's basketball for the Belmont Bruins.,65d198a2d007f5631ea8fe6a,
Ben Tulett,member of sports team,Ineos Grenadiers,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.cyclingnews.com/news/ben-tulett-impresses-on-grand-tour-debut-with-ineos-grenadiers/,06/2022,"Ben Tulett impresses on Grand Tour debut with Ineos Grenadiers

Ben Tulett (left) stands next to Ineos Grenadiers leader Richard Carapaz at the team introduction in Hungary at the start of the 2022 Giro d'Italia

The Ineos Grenadiers riders",63e632b888bcbe9376df4f62,
Claude Giroux,member of sports team,Florida Panthers,2022-01-01T00:00:00Z,,https://www.miamiherald.com/sports/nhl/florida-panthers/article259830870.html,04/2022,"Florida Panthers goaltender Sergei Bobrovsky (72) makes a save as Ottawa Senators’ Austin Watson (16) and Panthers’ Claude Giroux (28) fall during the second period of an NHL hockey game Saturday, March 26, 2022, in Ottawa, Ontario.",5f4c9e74da9c148b0d42ecbd,
Joshua Tarling,member of sports team,FlandersColor Galloo Team,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.britishcycling.org.uk/about/article/Joshua-Tarling-victory-7th-edition-Junior-CiCLE-Classic,07/2021,"Despite his initial breakaway being caught by a two-man chasing group, FlandersColor Galloo’s Joshua Tarling powered ahead once more for a sprint victory at the 7th edition of the Junior CiCLE Classic.",5a21831fe9d5ec00010b33e1,
Maggie Flaherty,member of sports team,Minnesota Duluth Bulldogs women's ice hockey,2018-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://umdbulldogs.com/news/2022/5/11/womens-hockey-bevy-of-bulldogs-set-to-return-for-fifth-year,06/2022,"aylor Anderson, Ashton Bell, Maggie Flaherty, Kylie Hanley, Gabbie Hughes, Anneke Linser, Naomi Rogge have each accepted the additional season of eligibility granted by the NCAA due to the COVID-10 pandemic, and will return to UMD for a final season in Duluth.",5a21831fe9d5ec00010b33e1,
Kati Tabin,member of sports team,Toronto Six,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://torontosun.com/news/local-news/torontos-pro-female-hockey-team-their-pets-get-a-boost-from-orijen,01/2023,"Kati Tabin not only plays defence for the Toronto Six, a women’s professional hockey team",5a21831fe9d5ec00010b33e1,
Claude Giroux,member of sports team,Philadelphia Flyers,2008-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://bleacherreport.com/articles/1535020-claude-giroux-takes-his-first-big-step-as-philadelphia-flyers-captain,03/2013,"After calling out his team last week, captain Claude Giroux led a determined and motivated Philadelphia Flyers team out on the ice Monday afternoon that dominated the New York Islanders 7-0.",5c395df5f5ebd50001850900,
Chelsea Surpris,member of sports team,FF Yzeure Allier Auvergne,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://texassports.com/news/2021/12/6/soccers-julia-grosso-signs-pro-contract-with-juventus-fc-women.aspx,12/2021,"CHELSEA SURPRIS
(2015-18) is currently on the roster for FF Yzeure Allier Auvergne
(France) after a previous stint with ASJ Soyaux (France).",65d198a2d007f5631ea8fe6a,
Ben Tulett,member of sports team,Team Visma-Lease a Bike,2024-01-01T00:00:00Z,,https://www.teamvismaleaseabike.com/race-preview/news/vingegaard-kicks-off-cycling-season-at-o-gran-cami%C3%B1o/,03/2024,Team Visma | Lease a Bike will do so with several newcomers and young talents alongside Vingegaard. Ben Tulett and Cian Uijtdebroeks will wear the yellow and black jersey.,5700616b8a49c7000d0c73ad,
Caleb Classen,member of sports team,Project Echelon Racing,2024-01-01T00:00:00Z,,"https://firstcycling.com/rider.php?r=125501#:~:text=Caleb%20Classen%20is%20a%2022,1601th%20in%20the%20UCI%20Ranking.",2024-01-01,"Caleb Classen is a 22 year old cyclist from USA (born September 19th 2001), who currently rides for Project Echelon Racing (UCI Continental). He is currently ranked 1571th in the UCI Ranking.",5f4c9e74da9c148b0d42ecbd,
Isabella Flanigan,member of sports team,Philippines women's national football team,2022-01-01T00:00:00Z,,https://sports.yahoo.com/why-many-u-born-players-113052560.html,08/2023,"Other U.S.-born players include Kiara Fontanilla, Kaiya Jota, Alicia Barker, Reina Bonta, Malea Cesar, Jessika Cowart, Dominique Randle, Tahnai Annis, Ryley Bugay, Carleigh Frilles, Isabella Pasion, Katrina Guillou, Sarina Bolden, Isabella Flanigan and Quinley Quezada.",5d849ee0a954540019f513dd,
Finn Crockett,member of sports team,Saint Piran,2023-06-28T00:00:00Z,2023-12-31T00:00:00Z,https://www.velouk.net/2023/06/29/news-finn-crockett-joins-saint-piran/,07/2023,"Finn (23), has signed to Saint Piran Pro Cycling for the remainder of the 2023 season bringing competition to a roster that already boasts National bronze medalist Alex Richardson and GB Olympic hopefuls Charlie Tanfield, Will Roberts and Will Tidball. Josh Charlton is the UK National U23 Time Trial Champion.",5f4c9e74da9c148b0d42ecbd,
Folarin Balogun,member of sports team,Middlesbrough F.C.,2022-01-12T00:00:00Z,2022-06-30T00:00:00Z,https://www.starsandstripesfc.com/usmnt-americans-abroad/2022/2/17/22937884/folarin-balogun-loan-middlesbrough-arsenal-transfer-rumors-usmnt-england-nigeria-usa-national-team,03/2022,"He has struggled to break into the first team and
recently embarked on a loan to Middlesbrough in pursuit of regular
playing time.",660b6de2a4cafb3cd4451943,
Cameron Mason,member of sports team,Alpecin-Deceuninck Development Team,2024-01-01T00:00:00Z,,https://escapecollective.com/cameron-mason-is-having-more-fun/,02/2024,"He was also recently announced on the Alpecin-Deceuninck development
team and will do a bigger road program in 2024",660b6de2a4cafb3cd4451943,
Rico Lewis,member of sports team,England national under-21 association football team,2023-01-01T00:00:00Z,,https://www.mancity.com/news/mens/rico-lewis-england-under-21-call-up-6-october-63832189,10/2023,Rico Lewis named in England Under-21 squad,59dfb372d838ae0001850662,
Devon Van Oostrum,member of sports team,Club Melilla Baloncesto,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.hoopsfix.com/2022/06/trio-set-for-debut-as-gb-12-man-squad-revealed-for-greece/,07/2022,"Jaiden Delaire, Callum Lawson and Patrick Whelan are all set to make their Great Britain Senior Men debut after being named in the 12-man squad to face off against Greece on Thursday.",5f4c9e74da9c148b0d42ecbd,
Olivia Smith,member of sports team,North Toronto Nitros,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.ptbocanada.com/journal/electric-city-football-club-womens-team-fall-to-north-toronto-nitros-3-1,06/2022,Toronto was able to seal their victory with a third goal as Smith scored in the 72nd minute (her second of the match).,5c395df5f5ebd50001850900,
Corey Baird,member of sports team,FC Cincinnati,2024-01-01T00:00:00Z,,https://www.fccincinnati.com/news/fc-cincinnati-sign-forward-corey-baird,01/2024,"FC Cincinnati have signed forward Corey Baird to a contract through 2025, with an option for 2026, the club announced today.",65593fba029061f69cd8b6ab,
James Grayson,member of sports team,Northampton Saints,2016-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.planetrugby.com/premiership-james-grayson-the-hero-as-northampton-saints-edge-out-harlequins-at-franklins-gardens,05/2022,"AMES GRAYSON WAS NORTHAMPTON SAINTS’ HERO WHEN HE SLOTTED A LONG
RANGE PENALTY WHICH HELPED HIS TEAM TO A THRILLING 32-31 TRIUMPH OVER
HARLEQUINS AT FRANKLIN’S GARDENS ON FRIDAY NIGHT.",65593fba029061f69cd8b6ab,
Aaron White,member of sports team,Kumamoto Volters,2023-01-01T00:00:00Z,,https://www.eurohoops.net/en/fiba-champions-league/1522622/ludde-hakanson-simon-birgander-ucam-murciaaaron-white-gabriel-olaseni-darussafaka-antonis-koniaris-promitheas/,07/2023,"Aaron White, who will move to Japan to sign with
the Kumamoto Volters, in the Japanese second division.",65593fba029061f69cd8b6ab,
Chris Gunter,member of sports team,Charlton Athletic F.C.,2020-10-01T00:00:00Z,2022-06-01T00:00:00Z,https://www.getreading.co.uk/sport/football/transfer-news/ex-reading-fc-defender-chris-19069591,10/2020,"Former Reading defender Chris Gunter has joined League One side
Charlton Athletic.",65593fba029061f69cd8b6ab,
Clair DeGeorge,member of sports team,PWHL Minnesota,2023-01-01T00:00:00Z,,https://www.adn.com/sports/2024/01/27/anchorages-clair-degeorge-is-living-the-dream-in-new-professional-womens-hockey-league/,02/2024,Anchorage's Clair DeGeorge skates for the Minnesota team in the Professional Women's Hockey League during a game in the league's inaugural season.,65d198a2d007f5631ea8fe6a,
Jessika Cowart,member of sports team,IFK Kalmar,2023-01-01T00:00:00Z,,https://www.almanacnews.com/news/2023/08/27/woodside-high-alumna-jessika-cowart-makes-her-world-cup-debut-playing-for-the-philippines/,09/2023,"Jessika Cowart of the Philippines runs with the ball during the FIFA Women’s World Cup Australia & New Zealand 2023 Group A match between Philippines and Switzerland at Dunedin Stadium on July 21, 2023 in Dunedin / Ōtepoti, New Zealand. Photo by Matthew Lewis – FIFA/FIFA via Getty Images.",5f4c9e74da9c148b0d42ecbd,
Danielle de Francesco,member of sports team,Arkéa-B&B Hotels (Women),2023-05-04T00:00:00Z,,https://www.cyclingnews.com/news/tour-de-france-femmes-stage-8-time-trial-start-times/,08/2023,46 Danielle De Francesco (Arkea Pro Cycling) 3:23 p.m.,594ec90eca6e670001b2c184,
James Jobber,member of sports team,EuroCyclingTrips,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.postguam.com/sports/local/guam-national-cycling-champ-blayde-blas-is-cutting-his-teeth-in-international-competition/article_19245c32-c84f-11ed-9843-673868f2edcd.html,04/2023,"Blas, a member of the Guam Cycling Federation, raced with the Euro Cycling Trips Team, consisting of members Stefan Bennet, Rob Orr, Guillaume Soula, Simeon Green, James Jobber, Thomas Dartet and staff members Alexandre Roustain, Amédee da Fonseca and Redouane Khalil.",5700616b8a49c7000d0c73ad,
Danielle de Francesco,member of sports team,Zaaf Cycling Team,2023-01-01T00:00:00Z,2023-04-28T00:00:00Z,https://www.cyclingnews.com/news/zaaf-under-investigation-after-allegations-team-failed-to-pay-rider-staff-salaries/,04/2023,"The team then announced a roster of 15 that also included Lucie Journier, Michaela Drummond, Elizabeth Stannard, Eva Anguela, Danielle De Francesco, Lucía García, Mareille Meijering, Nikola Nosková, Marta Romance, Debora Silvestri, Emanuela Zanetti and Ebtissam Zayed Ahmed.",5b97f70161c19e00018db4a8,
Oliver Knight,member of sports team,UAE Team Emirates,2022-08-01T00:00:00Z,2022-12-31T00:00:00Z,https://www.cyclist.co.uk/news/professional-cycling-transfers-worldtour,08/2022,"UAE Team Emirates

Oliver Knight, Arthur Kluckers, Kasper Andersen",65d198a2d007f5631ea8fe6a,
Finn Crockett,member of sports team,Spokes Racing Team,2023-03-18T00:00:00Z,2023-06-27T00:00:00Z,https://www.stickybottle.com/races-results/controversy-at-ras-mumhan-harvey-loses-stage-and-gc-win-after-penalty/,05/2023,Dean Harvey’s joy at winning the final stage at Kerry Group Rás Mumhan – and also taking the overall victory – has been short-lived as he has now lost both. The Cycling Ulster rider celebrated his victory after sprinting in at the head of the breakaway to claim the stage 4 win into Killorglin at the end of 113km of racing today.,5f4c9e74da9c148b0d42ecbd,
Jake Layman,member of sports team,Minnesota Timberwolves,2019-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://theathletic.com/1258821/2019/10/02/jake-layman-is-the-under-the-radar-add-the-wolves-cant-stop-talking-about/,10/2019,"Talk to any Timberwolves player or observer of the informal workouts the team went through this summer, and it doesn’t take long for the conversation to move to Jake Layman.

The soft-spoken former Trail Blazer comes to Minnesota as part of an unheralded collection of new veterans that also includes Jordan Bell, Shabazz Napier, Noah Vonleh and Treveon Graham.",5fb96682a2e58b7e38a6f5d6,
Sophie Wright,member of sports team,Fenix-Deceuninck,2023-01-01T00:00:00Z,,https://www.welovecycling.com/wide/2024/02/12/go-go-go-kraak-defies-sprinters-to-triumph-in-uae-tour-women-stage-4/,03/2024,"Sophie Wright of Fenix-Deceuninck, rapidly established a lead",63bc819194ca25a555eb8fb5,
Junior Tchamadeu,member of sports team,Stoke City F.C.,2023-01-01T00:00:00Z,,https://www.bbc.com/sport/articles/cxx57lgn6g3o,02/2024,"STOKE CITY DEFENDER JUNIOR TCHAMADEU HAS RECOVERED FROM A SICKNESS BUG
AND WILL BE AVAILABLE FOR STEVEN SCHUMACHER FOR THIS WEEKEND'S TRIP TO
BLACKBURN ROVERS.",63bc819194ca25a555eb8fb5,
Nathan Redmond,member of sports team,Burnley F.C.,2023-07-21T00:00:00Z,,https://theathletic.com/4709258/2023/07/21/nathan-redmond-burnley-transfer/,08/2023,Burnley have signed winger Nathan Redmond on a free transfer.,654455ad0b76675379c66db4,
Nathan Redmond,member of sports team,Southampton F.C.,2016-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.eurosport.com/football/it-s-a-joy-to-play-in-this-southampton-team-nathan-redmond_sto6081499/story.shtml,03/2017,Nathan Redmond is revelling playing for Southampton,63d196c147d1f420690e5b87,
Nathan Redmond,member of sports team,Beşiktaş J.K.,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://theathletic.com/3757881/2022/11/06/nathan-redmond-southampton-besiktas-future/,11/2022,"It is two months since he ended a six-year stay at Southampton by
signing a 12-month contract with Turkish club Besiktas",63d196c147d1f420690e5b87,
Freddie Burns,member of sports team,Leicester Tigers,2021-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.dailymail.co.uk/sport/rugbyunion/article-10932443/Glory-Freddie-Burns-Leicester-Tigers-comes-tinged-sadness-Tom-Youngs-lifts-trophy.html,07/2022,GLORY FOR FREDDIE BURNS AND LEICESTER TIGERS,63d196c147d1f420690e5b87,
Paul Double,member of sports team,Team Polti Kometa,2024-01-01T00:00:00Z,,https://teampoltikometa.com/en/team-polti-kometa-compact-for-double-10th-in-settimana-coppi-e-bartali-4th-stage/,04/2024,"No breakaway today for TEAM POLTI KOMETA, there was a PAUL DOUBLE to
escort until the last uphills to be faced together with the best
riders of the SETTIMANA INTERNAZIONALE COPPI E BARTALI.",6410f3adbb2f4261e0f5de65,
Bryce Young,member of sports team,Alabama Crimson Tide football,2019-04-30T00:00:00Z,2022-04-30T00:00:00Z,https://www.montgomeryadvertiser.com/story/sports/2019/09/22/no-1-rated-dual-threat-quarterback-bryce-young-flips-commitment-alabama-steve-sarkisian-247-sports/2413802001/,10/2019,"Alabama’s future at quarterback received a massive
lift Sunday afternoon when Bryce Young, the nation’s No. 1-rated
dual-threat quarterback according to 247Sports.com, flipped his
commitment from Southern Cal to Alabama.",6410f3adbb2f4261e0f5de65,
Alex Hurst,member of sports team,Port Vale F.C.,2019-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.port-vale.co.uk/news/2019/august/alex-hurst-signs/,08/2019,"PORT VALE ARE PLEASED TO ANNOUNCE THE SIGNING OF MIDFIELDER ALEX HURST
FROM BRADFORD PARK AVENUE ON A TWO YEAR-DEAL.",6410f3adbb2f4261e0f5de65,
Lauren Carlini,member of sports team,Turkish Airlines Women's Volleyball Team,2020-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://uwbadgers.com/news/2021/5/14/volleyball-lauren-carlini-named-to-us-national-team-for-vnl.aspx,06/2021,Lauren Carlini named to U.S. National Team for VNL,5f4c9e74da9c148b0d42ecbd,
Angelo Caloiaro,member of sports team,Osaka Evessa,2023-01-01T00:00:00Z,,https://www.eurohoops.net/en/eurocup/1519636/zach-auguste-angelo-caloiaro-jequan-lewis-eurocup-basketball-champions-league/,07/2023,"Angelo Caloiaro also moved to the J-League,
signing a one-year deal with Osaka Evessa",5700616b8a49c7000d0c73ad,
Allison Mrugal,member of sports team,Sopela Women's Team,2023-04-27T00:00:00Z,2023-12-31T00:00:00Z,https://www.cyclingnews.com/news/us-rider-allison-mrugal-makes-worldtour-leap-at-la-vuelta-femenina-with-sopela/,05/2023,US rider Allison Mrugal makes WorldTour leap at La Vuelta Femenina with Sopela,5b97f70161c19e00018db4a8,
Lauren Carlini,member of sports team,Volleyball Casalmaggiore,2022-01-01T00:00:00Z,,https://uwbadgers.com/news/2023/6/5/carlini-signs-with-league-one-volleyball.aspx,06/2023,"Wisconsin volleyball standout and alum Lauren Carlini has signed with the League One Volleyball (LOVB) for the league's inaugural season, announced Monday afternoon by LOVB.",6525684f0a285b2386b10497,
Jeremy Combs,member of sports team,Saigon Heat,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.straitstimes.com/sport/basketball/basketball-slingers-abl-semi-final-win-over-saigon-heat-marred-by-injuries-to-key-players,03/2023,The hosts then had to take off Jeremy Combs after he picked up a third foul.,6525684f0a285b2386b10497,
Braxton Key,member of sports team,Delaware Blue Coats,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://dailyprogress.com/sports/new-dad-braxton-key-enters-g-league-season-with-increased-motivation/article_f83023b8-6bde-11eb-8d1b-4390cffb05b1.html,03/2021,"""Braxton Key, who played his final two collegiate seasons at Virginia after transferring from Alabama, begins his professional basketball career Thursday as a member of the Delaware Blue Coats, the G League affiliate of the NBA’s Philadelphia 76ers.""",6525684f0a285b2386b10497,
Justin Knox,member of sports team,Ulsan Hyundai Mobis Phoebus,2022-01-01T00:00:00Z,,https://koreajoongangdaily.joins.com/2023/02/21/sports/basketball/Justin-Knox-Ulsan-Hyundai-Mobis-Phoebus-KBL/20230221160750792.html,03/2023,"""Korea Basketball League side Ulsan Hyundai Mobis Phoebus have released American center Henry Sims to make room on their roster for American power forward Justin Knox, a seasoned KBL player the Phoebus released last year when he was unable to play due to injury.""",6525684f0a285b2386b10497,
Cole Palmer,member of sports team,England national association football team,2023-01-01T00:00:00Z,http://www.wikidata.org/.well-known/genid/acc3af48fb0be601fda6d4e84cebb300,https://www.reuters.com/sports/soccer/palmer-lewis-konsa-get-first-england-call-ups-euro-qualifiers-2023-11-13/,12/2023,"England have handed first call-ups to Chelsea's Cole Palmer, Manchester City's Rico Lewis and Aston Villa's Ezri Konsa for this month's European Championship qualifiers against Malta and North Macedonia, the Football Association (FA) said on Monday.",5e3adfc595ff562fbdd130fa,
Aari McDonald,member of sports team,Los Angeles Sparks,2024-01-01T00:00:00Z,,https://www.latimes.com/sports/sparks/story/2024-02-01/sparks-trade-aari-mcdonald-jordin-canada,02/2024,The Atlanta Dream acquired two-time WNBA steals leader Jordin Canada in a trade that sent guard Aari McDonald to the Sparks on Thursday.,5e3adfc595ff562fbdd130fa,
Ashley Young,member of sports team,Aston Villa F.C.,2021-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.skysports.com/football/news/11677/12696471/ashley-young-exclusive-aston-villas-grandad-setting-the-standards-on-and-off-the-pitch-for-manager-steven-gerrard,10/2022,"Now in his second spell at Villa, having re-joined them last summer after four-and-a-half years at Villa Park from January 2007, Young was given the role of club captain in July.",5e3adfc595ff562fbdd130fa,
Cyrus Monk,member of sports team,Meiyo CCN Pro Cycling,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.cyclingwest.com/racing/road-racing/tour-of-the-gila-stage-4-ward-stites-win-silver-city-criterium-gc-to-be-settled-on-the-gila-monster/,05/2022,But Cyrus Monk (Meiyo CCN Pro Cycling) from Australia had other ideas.,660b6de2a4cafb3cd4451943,
Aaron Henry,member of sports team,Metropolitans 92,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://247sports.com/college/michigan-state/Article/Michigan-State-basketball-Aaron-Henry-signs-Frances-top-league-Metropolitans-92-191248471/,09/2022,"Aaron Henry has been signed by Metropolitans 92, the French club announced in a press release.",5a21831fe9d5ec00010b33e1,
Kameron Simmonds,member of sports team,Jamaica women's national under-20 football team,2022-01-01T00:00:00Z,,https://utsports.com/news/2023/6/8/soccer-kameron-simmonds-headed-to-national-team-camp-with-jamaica.aspx,06/2023,"Tennessee redshirt-senior Giselle Washington and sophomore Kameron Simmonds have been called into camp with the Jamaican Women's National Team from June 11-20 in Kingston, Jamaica.",5e5080883771350caf2d9fda,
Andy Carroll,member of sports team,West Bromwich Albion F.C.,2022-01-28T00:00:00Z,2022-06-30T00:00:00Z,https://www.birminghammail.co.uk/sport/football/football-news/andy-carroll-wasnt-surprised-west-23621746,04/2022,West Brom striker Andy Carroll believes the club showed their true colours in the win over Bournemouth.,5e5080883771350caf2d9fda,
Jojo Wollacott,member of sports team,Swindon Town F.C.,2021-07-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.swindonadvertiser.co.uk/sport/19612683.jojo-wollacott-named-alongside-arsenals-thomas-partey-ghana-world-cup-qualifier-squad/,2021-09-29,SWINDON Town goalkeeper Jojo Wollacott has been named in Ghana’s provisional squad for the upcoming World Cup qualifying double-header against Zimbabwe next month.,5e5080883771350caf2d9fda,
Liam Gill,member of sports team,NTT Shining Arcs,2020-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.theguardian.com/sport/2020/jul/06/former-scotland-captain-greig-laidlaw-rugby-union-japan-shining-arcs,07/2020,"Shining Arcs, based in Chiba, also announced the signings of the Australian flanker Liam Gill and New Zealand hooker Anaru Rangi.",5e5080883771350caf2d9fda,
Daniel Giddens,member of sports team,San-en NeoPhoenix,2022-12-02T00:00:00Z,2023-01-01T00:00:00Z,https://www.spin.ph/basketball/japan-b-league/thirdy-ravena-helps-revitalized-san-en-break-8-game-skid-a2437-20221217,01/2023,"Daniel Giddens got 12 points, seven rebounds, and two assists in the NeoPhoenix's balanced attack.",5c9224087a7067000190b119,
Justine Wong-Orantes,member of sports team,SC Potsdam,2023-01-01T00:00:00Z,,https://usavolleyball.org/story/wnt-update-headed-for-champions-league-quarterfinals/,02/2024,Germany’s Allianz MTV Stuttgart and middle Kayla Haneline also advanced to the quarterfinals after winning two matches over Germany’s SC Potsdam and libero Justine Wong-Orantes.,5c9224087a7067000190b119,
Gavin Ware,member of sports team,JDA Dijon Basket,2021-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.eurohoops.net/en/fiba-champions-league/1414887/gavin-ware-dario-brizuela-elvar-mar-fridriksson-marcus-foster-justin-johnson-most-impactful-players-basketball-champions-league/,11/2022,"Marcus Foster and Elvar Mar Fridriksson of Rytas along with JDA Dijon’s Gavin Ware, Unicaja’s Dario Brizuela, and MHP Riesen Ludwigsburg’s Justin Johnson were shortlisted as the most impactful players in the fifth week of the Basketball Champions League Regular Season, as announced Friday.",5c9224087a7067000190b119,
Luke Lamperti,member of sports team,Trinity Racing,2021-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://roadbikeaction.com/being-pro-luke-lamperti-qa/,05/2022,Team: Trinity Racing,5a8ad2082a842c0001fce0f2,
Angelo Caloiaro,member of sports team,Maccabi Tel Aviv B.C.,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.jpost.com/israel-news/sports/yellow-and-blue-draws-first-blood-in-finals-671107,07/2021,Angelo Caloiaro and John DiBartolomeo helped Ioannis Sfairopoulos’s side,5a8ad2082a842c0001fce0f2,
Emily Watts,member of sports team,Team BridgeLane Women,2023-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://bicyclingaustralia.com.au/news/crowdfunded-success-story-team-bridgelanes-womens-tour-down-under-diary/,02/2023,"Team BridgeLane is a genuine and all-in team effort and every effort is given. This week the Santos Women’s Tour Down Under offered all members of the team – from riders through to support staff – the incredible opportunity of mixing with the world’s best, cement themselves as a team, and battle it our with their cycling icons.

And the riders? None other than Lillee Pollock, Gina Ricardo, Emily Watts, Mia Hayden, Jessica Pratt and Keely Bennet.",6410f3adbb2f4261e0f5de65,
Matt Freese,member of sports team,Philadelphia Union,2019-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.philadelphiaunion.com/news/philadelphia-union-sign-goalkeeper-matt-freese-new-contract,04/2021,Philadelphia Union Sign Goalkeeper Matt Freese To New Contract,5c9224087a7067000190b119,
Robert Franks,member of sports team,Nagoya Diamond Dolphins,2023-01-01T00:00:00Z,,https://www.rappler.com/sports/japan-b-league-results-ray-parks-thirdy-ravena-nagoya-san-en-october-22-2023/,11/2023,"Robert Franks led the charge for Nagoya with 22 points, while former PBA import Joshua Smith and Yutaro Suda added 16 apiece.",63ffcb367b500c516d0648a2,
Blake Quick,member of sports team,Team Jayco AlUla,2023-01-01T00:00:00Z,,https://www.cyclingnews.com/features/who-is-blake-quick-the-new-jayco-alula-recruit-has-a-name-that-says-it-all/,2023-02-01,Who is Blake Quick? The new Jayco-AlUla recruit has a name that says it all,63ffcb367b500c516d0648a2,
Kristen Faulkner,member of sports team,Liv AlUla Jayco,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,https://www.cyclingnews.com/news/bikeexchange-jayco-become-team-jayco-alula-for-2023/,01/2023,"Team Jayco AlUla will make their 2023 debut at the Citroën Bay Crits in the new year, followed by the Australia Road Championships and then the Tour Down Under.The women’s team includes Teniel Campbell,  Urška Žigart and Alexandra Manly, while Amanda Spratt has moved on to Trek-Segafredo. New signings include Italy’s Letizia Paternoster from Trek-Segafredo, the USA’s Kristen Faulkner and Ruby Roseman-Gannon.",61528277afcb4906d01e0442,
AJ Bramah,member of sports team,Indios de San Francisco de Macorís,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://nevadasportsnet.com/news/reporters/ex-nevada-basketball-player-aj-bramah-first-overall-pick-in-pro-league-draft,2022-04-20,"Bramah was drafted by Indios de San Francisco de Macorís, which is located in Duarte, one of 32 provinces in the Dominican Republic. Indios won the LNB championship in 2013 and 2019.",61528277afcb4906d01e0442,
Joel King,member of sports team,Odense Boldklub,2022-01-01T00:00:00Z,,https://www.espn.co.uk/football/story/_/id/37626149/socceroos-scouting-report-odense-boldklub-left-back-joel-king,03/2022,"It's convenient for Joel King that his transfer from Sydney FC to Odense Boldklub has followed Aziz Behich's recent dip in form for Australia, but it is enough to warrant a starting place for Graham Arnold's side? And what would he really provide?",61528277afcb4906d01e0442,
Kevin Pangos,member of sports team,Cleveland Cavaliers,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://www.beaconjournal.com/story/sports/pro/cavs/2021/09/08/cleveland-cavaliers-signing-former-gonzaga-point-guard-kevin-pangos/5779319001/,09/2021,"Kevin Pangos, considered one of the top point guards in the EuroLeague, has agreed to a two-year, veteran minimum contract with the Cavaliers, a league source confirmed Wednesday.",61528277afcb4906d01e0442,
